_id,ltable_a_id,rtable_person_id,ltable_a_name,ltable_a_country,ltable_a_city,ltable_a_prov,ltable_a_web,rtable_a_name,rtable_a_country,rtable_a_city,rtable_a_prov,rtable_a_email_server,gold_label
9927,21194,59998,west chester university pennsylvania,united states,west chester,pennsylvania,http://www.wcupa.edu,university pennsylvania,united states,philadelphia,pennsylvania,upenn,0
9932,21194,11593,west chester university pennsylvania,united states,west chester,pennsylvania,http://www.wcupa.edu,university pennsylvania,united states,philadelphia,pennsylvania,upenn,0
9959,21199,9416,west texas a m university,united states,canyon,texas,http://www.wtamu.edu,texas a m university,united states,college station,texas,tamu,0
9986,21211,48045,western connecticut state university,united states,danbury,connecticut,http://www.wcsu.edu,university connecticut,united states,storrs,connecticut,uconn,0
9995,21214,47972,western illinois university,united states,macomb,illinois,http://www.wiu.edu,university illinois,united states,champaign,illinois,ucsf,0
10010,21220,10793,western michigan university,united states,kalamazoo,michigan,http://www.wmich.edu,university michigan,united states,ann arbor,michigan,umich,0
10055,21289,58754,vienna university economics business,austria,wien,vienna,http://www.wu.ac.at,university vienna,austria,vienna,,univie,0
10066,21294,58045,whu otto beisheim school management,germany,vallendar,,http://www.whu.edu/,whu otto beisheim school management,germany,vallendar,,whu,0
10078,21367,934,university toronto wycliffe college,canada,toronto,ontario,http://www.wycliffecollege.ca/,university toronto,canada,toronto,on,utoronto,0
10085,21367,43772,university toronto wycliffe college,canada,toronto,ontario,http://www.wycliffecollege.ca/,university toronto,canada,toronto,on,utoronto,0
10099,21587,52838,xi an conservatory music,china,xi an,shaanxi province,http://www.xacom.edu.cn,xi an jiaotong university,china,xi an,shaanxi,qq,0
10113,21588,30998,xi an eurasia university,china,xi an,shaanxi,http://www.eurasia.edu/,xi an jiaotong university,china,xi an,shaanxi,xjtu,0
10129,21591,48849,xi an international studies university,china,xi an,shaanxi province,http://www.xisu.edu.cn,xi an jiaotong university,china,xi an,shaanxi,xjtu,0
10191,21601,33586,xi an university finance economics,china,xi an,shaanxi province,http://www.xaufe.edu.cn/English/survey.html,xi an jiaotong university,china,xi an,shaanxi,gmail,0
10194,21602,52280,xi an university posts telecommunications,china,xi an,shaanxi province,http://www.xupt.edu.cn/,xi an jiaotong university,china,xi an,shaanxi,qq,0
10206,21603,58786,xi an university science technology,china,xi an,shaanxi province,http://www.xust.edu.cn,huazhong university science technology,china,wuhan,,126,0
10212,21603,44258,xi an university science technology,china,xi an,shaanxi province,http://www.xust.edu.cn,huazhong university science technology,china,wuhan,hubei province,126,0
10230,21623,40677,xinjiang institute finance economics,china,urumqi,xinjiang uygur province,http://www.xjife.edu.cn,central university finance and economics,china,beijing,,126,0
10231,21633,34795,xi an international university,china,xi an,shaanxi,http://www.xaiu.edu.cn/,xi an jiaotong university,china,xi an,shaanxi,xjtu,0
10244,21640,58534,yale university,united states,new haven,connecticut,http://www.yale.edu,yale university,united states,new haven,connecticut,yale,0
10254,21737,1313,york college pennsylvania,united states,york,pennsylvania,http://www.ycp.edu,university pennsylvania,united states,philadelphia,pennsylvania,upenn,0
10270,21739,17316,york university,canada,toronto,ontario,http://www.yorku.ca,york university,canada,toronto,on,yorku,0
10272,21739,2337,york university,canada,toronto,ontario,http://www.yorku.ca,york university,canada,toronto,on,yorku,0
10288,21763,40677,yunnan university finance economics,china,kunming,yun province,http://www.ynufe.edu.cn/english/english.asp,central university finance and economics,china,beijing,,126,0
10331,21837,54295,zhejiang university technology,china,hangzhou,zhejiang province,http://www.zjut.edu.cn,zhejiang university,china,hangzhou,zhejiang,zju,0
10355,21952,25143,kyoto kacho university,japan,kyoto,kyoto,http://www.kyotokacho-u.ac.jp/,kyoto university,japan,kyoto,kyoto,kyoto-u,0
10370,22099,21026,regent s university london,united kingdom,london,,http://www.regents.ac.uk/,king s college london,united kingdom,london,,kcl,0
10375,22159,57532,singapore university technology design,singapore,singapore,,http://www.sutd.edu.sg/,singapore university technology and design,singapore,singapore,,sutd,0
10422,22339,52186,korea soongsil cyber university,south korea,seoul,,http://kcu.ac/,korea university,south korea,seoul,,gmail,0
10431,22863,24074,california state university,united states,long beach,california,http://www.calstate.edu,california state university long beach,united states,long beach,california,csulb,0
10446,22882,46618,louisiana state university alexandria,united states,alexandria,louisiana,http://www.lsua.edu/,louisiana state university,united states,baton rouge,louisiana,lsu,0
10527,23132,4798,hamm lippstadt university applied sciences,germany,hamm,,http://www.hshl.de/,carinthia university applied sciences,germany,aichtal neuenhaus,,cti,0
