a_id,a_name,a_country,a_city,a_prov,a_web
12802,northeast agricultural university,china,harbin,Heilongjiang Province,http://www.neau.edu.cn
12803,northeast dianli university,china,jilin,Jilin Province,http://www.nedu.edu.cn
12804,northeast forestry university,china,harbin,Heilongjiang Province,http://www.nefu.edu.cn
12805,northeast normal university,china,changchun,Jilin Province,http://www.nenu.edu.cn
12806,northeast petroleum university,china,daqing,Heilongjiang,http://www.dqpi.edu.cn/
12807,northeastern cebu colleges,philippines,danao city,Cebu,
12808,northeastern college,philippines,santiago city,Isabela,http://www.northeasterncollege.edu.ph/
12809,northeastern illinois university,united states,chicago, Illinois,http://www.neiu.edu
12810,northeastern mindanao colleges,philippines,surigao city,Surigao del Norte,
12811,northeastern ohio medical university,united states,rootstown, Ohio,http://www.neomed.edu/
12812,northeastern state university,united states,tahlequah, Oklahoma,http://www.nsuok.edu
12813,northeastern university,china,shenyang,Liaoning Province,http://www.neu.edu.cn
12814,northeastern university,united states,boston, Massachusetts,http://www.northeastern.edu/
12815,northern alberta institute technology,canada,edmonton, Alberta,http://www.nait.ca/
12816,northern arizona university,united states,flagstaff, Arizona,http://www.nau.edu
12817,northern borders university,saudi arabia,arrar,,http://www.nbu.edu.sa
12818,northern cagayan colleges foundation,philippines,ballesteros,Cagayan,
12819,northern caribbean university,jamaica,mandeville,Manchester,http://www.ncu.edu.jm
12820,northern cebu college,philippines,bogo,Cebu,
12821,northern christian college,philippines,laoag city,Ilocos Norte,http://www.ncc.edu.ph/
12823,northern cotabato colleges foundation,philippines,kabacan,Cotabato,
12824,northern illinois university,united states,dekalb, Illinois,http://www.niu.edu
12825,northern ilocandia college science technology,philippines,city candon,Ilocos Sur,
12826,northern iloilo polytechnic state college,philippines,estancia,Iloilo,
12827,northern kentucky university,united states,highland heights, Kentucky,http://www.nku.edu
12828,northern leyte college,philippines,palompon,Leyte,
12829,northern luzon adventist college,philippines,sison,Pangasinan,
12830,northern michigan university,united states,marquette, Michigan,http://www.nmu.edu
12831,northern negros state college science technology,philippines,sagay city,Negros Occidental,http://www.nonescost.edu.ph
12832,northern new mexico college,united states,espanola, New Mexico,http://www.nnmc.edu
12833,northern philippines college maritime science technology,philippines,san fernando city,La Union,http://www.npcmstsfc.com
12835,northern quezon cooperative college,philippines,infanta,Quezon,
12836,northern samar colleges,philippines,catarman,Northern Samar,http://www.nsc.edu.ph
12837,northern state university,united states,aberdeen, South Dakota,http://www.northern.edu
12840,northern university,pakistan,nowshera,Khyber Pakhtunkhwa,http://www.northern.edu.pk
12841,northern university bangladesh,bangladesh,dhaka,,http://www.nub.ac.bd
12842,northern zambales college,philippines,masinloc,Zambales,
12843,northland college,united states,ashland, Wisconsin,http://www.northland.edu
12845,northrise university,zambia,ndola,Copperbelt Province,http://www.northriseuniversity.com
12846,northumbria university,united kingdom,newcastle upon tyne,,http://www.northumbria.ac.uk
12847,northwest a f university,china,yangling,Shaanxi,http://www.nwsuaf.edu.cn
12848,northwest christian university,united states,eugene, Oregon,http://www.nwcc.edu
12850,northwest florida state college,united states,niceville, Florida,http://www.nwfsc.edu/
12851,northwest indian college,united states,bellingham, Washington,http://www.nwic.edu
12852,northwest missouri state university,united states,maryville, Missouri,http://www.nwmissouri.edu
12853,northwest nazarene university,united states,nampa, Idaho,http://www.nnu.edu
12854,northwest normal university,china,lanzhou,Gansu Province,http://www.nwnu.edu.cn
12855,northwest university,china,xian,Shaanxi Province,http://www.nwu.edu.cn
12856,northwest university,united states,kirkland, Washington,http://www.northwestu.edu
12857,northwest university nationalities,china,lanzhou,Gansu Province,http://www.xbmu.edu.cn
12858,northwest university politics law,china,xian,Shaanxi Province,http://www.nwupl.cn/
12859,northwest university kano,nigeria,kano,Kano State,http://www.nwu.edu.ng/
12860,northwestern agusan colleges,philippines,nasipit,Agusan del Norte,
12861,northwestern college,united states,orange city, Iowa,http://www.nwciowa.edu/
12862,university northwestern st. paul,united states,saint paul, Minnesota,http://www.unwsp.edu
12863,northwestern health sciences university,united states,bloomington, Minnesota,http://www.nwhealth.edu
12864,northwestern memorial hospital,united states,chicago, Illinois,http://www.nmh.org
12865,northwestern mindanao christian colleges,philippines,tudela,Misamis Occidental,http://nmcci.weebly.com
12866,northwestern mindanao state college science technology,philippines,tangub city,Misamis Occidenal,http://nmsc.edu.ph
12867,northwestern oklahoma state university,united states,alva, Oklahoma,http://www.nwosu.edu
12868,northwestern polytechnic university,united states,freemont, California,http://www.npu.edu
12869,northwestern polytechnical university,china,xian,Shaanxi Province,http://www.nwpu.edu.cn
12870,northwestern state university,united states,natchitoches, Louisiana,http://www.nsula.edu
12871,northwestern university,philippines,laoag city,Ilocos Norte,http://www.nwu.edu.ph
12872,northwestern university,united states,evanston, Illinois,http://www.northwestern.edu
12873,northwestern visayan colleges,philippines,kalibo,Aklan,http://www.nvc.edu.ph/
12874,northwood university,united states,midland, Michigan,http://www.northwood.edu
12876,norwich university,united states,northfield, Vermont,http://www.norwich.edu
12877,norwich university arts,united kingdom,norwich,,http://www.nua.ac.uk
12880,notre dame seishin university,japan,okayama shi,Okayama,http://www.ndsu.ac.jp
12881,notre dame college,united states,south eclid, Ohio,http://www.notredamecollege.edu
12882,notre dame de namur university,united states,belmont, California,http://www.ndnu.edu
12884,notre dame dadiangas university,philippines,general santos city,South Cotabato,http://www.nddu.edu.ph/
12885,notre dame jolo college,philippines,jolo,Sulu,
12886,notre dame kidapawan college,philippines,kidapawan city,North Cotabato,
12887,notre dame marbel university,philippines,koronadal city,South Cotabato,http://www.ndmu.edu.ph
12888,notre dame midsayap college,philippines,midsayap,North Cotabato,http://www.ndmc.edu.ph/
12889,notre dame salaman college,philippines,lebak,Sultan Kudarat,
12890,notre dame tacurong college,philippines,tacurong city,Sultan Kudarat,http://www.ndtc.edu.ph
12891,notre dame rvm college cotabato,philippines,cotabato city,Cotabato,
12892,notre dame university,philippines,cotabato city,Cotabato,http://www.nducotabato.org/
12893,notre dame university louaize,lebanon,zouk mosbeh,Kaserwan,http://www.ndu.edu.lb
12894,notre dame siena college polomolok,philippines,polomolok,South Cotabato,
12895,nottingham trent university,united kingdom,nottingham,,http://www.ntu.ac.uk
12896,new bulgarian university,bulgaria,sofia,,http://www.nbu.bg
12897,nova computer college,philippines,quezon city,"Second District, Metro Manila",
12900,nova southeastern university,united states,fort lauderdale, Florida,http://www.nova.edu
12901,novagen college quezon city,philippines,quezon city,"Second District, Metro Manila",
12902,novancia business school,france,paris,,http://www.novancia.fr
12904,novena university,nigeria,ogume,Delta State,http://www.novenauniversity.edu.ng
12906,novgorod state university,russian federation,veliky novgorod,,http://www.novsu.ac.ru
12907,novocherkassk state academy land conservation,russian federation,novocerkassk,,http://www.ngma.su/
12908,novosibirsk state water transport academy,russian federation,novosibirsk,Novosibiraskaja oblast',http://www.nsawt.ru/
12909,novosibirsk state academy architecture fine arts,russian federation,novosibirsk,Novosibiraskaja oblast',http://www.ngaha.ru/
12910,novosibirsk state conservatory academy named after m.i. glinka,russian federation,novosibirsk,Novosibiraskaja oblast',http://www.conservatoire.ru/
12911,novosibirsk state university economics management,russian federation,novosibirsk,Novosibiraskaja oblast',http://www.nsaem.ru
12912,novosibirsk state agrarian university,russian federation,novosibirsk,Novosibiraskaja oblast',http://www.nsau.edu.ru
12913,novosibirsk state university architecture civil engineering,russian federation,novosibirsk,Novosibiraskaja oblast',http://www.sibstrin.ru/
12914,novosibirsk state medical university,russian federation,novosibirsk,Novosibiraskaja oblast',http://www.ngmu.ru/
12915,novosibirsk state pedagogical university,russian federation,novosibirsk,Novosibiraskaja oblast',http://www.nspu.ru
12916,novosibirsk state technical university,russian federation,novosibirsk,Novosibiraskaja oblast',http://www.nstu.ru
12917,novosibirsk state university,russian federation,novosibirsk,Novosibiraskaja oblast',http://www.nsu.ru
12918,novosibirsk humanitarian institute,russian federation,novosibirsk,Novosibiraskaja oblast',http://www.novgi.ru
12919,novosibirsk institute economics management,russian federation,novosibirsk,Novosibiraskaja oblast',http://www.siberia.net
12920,novosibirsk institute economics psychology law,russian federation,novosibirsk,Novosibiraskaja oblast',http://www.nki.ru
12921,novouralsky state institute technology,russian federation,novouralsk,Sverdlovskaja oblast',http://www.nsti.ru/
12922,new siberian university,russian federation,novosibirsk,Novosibiraskaja oblast',http://www.nsu.gcom.ru
12923,nscad university,canada,halifax, Nova Scotia ,http://nscad.ca
12924,ntr university health sciences andhra pradesh,india,vijayawada,Andhra Pradesh,http://ntruhs.ap.nic.in/
12925,nueva ecija colleges,philippines,cabanatuan city,Nueva Ecija,
12926,nueva ecija university science technology,philippines,cabanatuan city,,http://www.neust.edu.ph
12927,nueva vizcaya state university bayombong campus,philippines,bayombong,Nueva Vizcaya,http://www.nvsu.edu.ph
12928,nueva vizcaya state university bayombong campus nueva vizcaya state university bambang campus,philippines,bambang,Nueva Vizcaya,http://www.nvsu.edu.ph
12929,nuh naci yazgan university,turkey,melikgazi,Kayseri,http://www.nny.edu.tr/
12930,nukus state pedagogical institute,uzbekistan,nukus,,http://www.ndpi.uz
12931,nyack college,united states,nyack, New York,http://www.nyackcollege.edu
12934,nyenrode business university,netherlands,breukelen,,http://www.nyenrode.nl
12935,college nyiregyhaza,hungary,nyiregyhaza,,http://www.nyf.hu
12936,nyk tdg maritime academy,philippines,canlubang,Laguna,http://www.ntma.edu.ph
12937,university west hungary,hungary,sopron,,http://www.uniwest.hu
12938,o jung hup university,north korea,,North Hamgyong Province,
12939,omore college design,united states,franklin, Tennessee,http://www.omorecollege.edu
12941,universitybek state university world languages,uzbekistan,tashkent,,http://www.nuuz.uzsci.net/uswlu
12942,universitybekistan state institute physical education,uzbekistan,tashkent,,
12943,state conservatory universitybekistan,uzbekistan,tashkent,,http://www.konservatoriya.uz/uzb/uzb_index.htm
12944,universitybekistan state institute arts culture,uzbekistan,tashkent,,http://www.dsmi.uz/
12945,national university universitybekistan,uzbekistan,tashkent,,http://www.nuu.uz
12946,ohara graduate school accounting,japan,tokyo,,http://www.o-hara.ac.jp/grad/
12948,o.b. montessori center,philippines,city san juan,"Second District, Metro Manila",http://www.obmontessori.edu.ph
12949,o.p. jindal global university,india,sonipat,Haryana,http://www.jgu.edu.in
12950,oak hills christian college,united states,bemidji, Minnesota,http://www.oakhills.edu/
12951,oakland city university,united states,oakland city, Indiana,http://www.oak.edu
12952,oakland university,united states,rochester, Michigan,http://www.oakland.edu
12953,oakwood university,united states,huntsville, Alabama,http://www.oakwood.edu
12954,obafemi awolowo university,nigeria,ile ife,Osun State,http://www.oauife.edu.ng
12955,oberlin college,united states,oberlin, Ohio,http://www.oberlin.edu
12956,obihiro university agriculture veterinary medicine,japan,obihiro shi,Hokkaido,http://www.obihiro.ac.jp
12957,j. f. oberlin university,japan,machida shi,Tokyo,http://www.obirin.ac.jp
12958,oblates st. joseph college philosophy,philippines,lipa city,Batangas,
12959,obninsk state technical university nuclear power engineering,russian federation,obninsk,Kaluga Region,http://www.iate.obninsk.ru
12960,obong university,nigeria,obong ntak,Akwa Ibom State,http://www.obonguniversity.net
12962,obuda university,hungary,budapest,,http://www.uni-obuda.hu/
12963,occidental college,united states,los angeles, California,http://www.oxy.edu
12964,occidental mindoro state college occidental mindoro national college mamburao,philippines,mamburao,Occidental Mindoro,
12965,occidental mindoro state college occidental mindoro national college murtha campus,philippines,san jose,Occidental Mindoro,
12966,occidental mindoro state college,philippines,san jose,Occidental Mindoro,
12967,occidental mindoro state college occidental mindoro national college labangan campus,philippines,san jose,Occidental Mindoro,
12968,ocean university china,china,qingdao,Shandong Province,http://www.ouc.edu.cn/english/
12969,ochanomizu university,japan,tokyo,,http://www.ocha.ac.jp
12970,october 6 university,egypt,6th october city,Giza,http://www.o6u.edu.eg
12971,october high institute engineering technology,egypt,6th october city,Giza,http://www.hiinstitutearch.com
12973,odessa national medical university,ukraine,odessa,Odessa Region,http://www.odmu.od.ua/
12974,odessa national maritime university,ukraine,odessa,Odessa Region,http://www.osmu.odessa.ua
12975,odessa national university named after i.i. mechnikov,ukraine,odessa,Odessa Region,http://www.onu.edu.ua
12977,odessa institute internal affairs,ukraine,odessa,Odessa Region,http://www.mvd.tenet.odessa.ua
12978,odessa institute management law,ukraine,odessa,Odessa Region,
12979,odessa national academy food technologies,ukraine,odessa,Odessa Region,http://www.osaft.odessa.ua
12980,odessa national academy telecommunications named after a.s. popov,ukraine,odessa,Odessa Region,http://www.onat.edu.ua
12981,odessa national polytechnic university,ukraine,odessa,Odessa Region,http://www.opu.ua/en
12982,odessa state a.v. nezhdanova conservatoire,ukraine,odessa,Odessa Region,http://ogk.tm.odessa.ua
12983,odessa state academy civil engineering architecture,ukraine,odessa,Odessa Region,
12984,odessa state academy refrigeration,ukraine,odessa,Odessa Region,http://www.osar.odessa.ua
12985,odessa state agrarian university,ukraine,odessa,Odessa Region,
12986,odessa state economics university,ukraine,odessa,Odessa Region,http://www.oseu.edu.ua/
12987,odessa state environmental university,ukraine,odessa,Odessa Region,http://www.odeku.edu.ua
12988,odessa state marine academy,ukraine,odessa,Odessa Region,
12990,odlar yurdu university,azerbaijan,baku,,http://www.oyu.edu.az
12991,oduduwa university,nigeria,ipetumodu,Osun State,http://www.oduduwauniversity.edu.ng
13013,oglala lakota college,united states,kyle, South Dakota,http://www.olc.edu
13014,oglethorpe university,united states,atlanta, Georgia,http://www.oglethorpe.edu
13016,ohio christian university,united states,circleville, Ohio,http://www.ohiochristian.edu
13018,ohio dominican university,united states,columbus, Ohio,http://www.ohiodominican.edu
13019,ohio northern university,united states,ada, Ohio,http://www-new.onu.edu
13023,ohio university,united states,athens, Ohio,http://www.ohio.edu
13025,ohio valley university,united states,vienna, West Virginia,http://www.ovu.edu/
13026,ohio wesleyan university,united states,delaware, Ohio,http://www.owu.edu
13027,ohu university,japan,koriyama shi,Fukushima,http://www.ohu-u.ac.jp
13028,oita university,japan,oita shi,Oita,http://www.oita-u.ac.jp
13029,oita university nursing health sciences,japan,oita shi,Oita,http://www.oita-nhs.ac.jp
13030,okan university istanbul,turkey,istanbul,,http://www.okan.edu.tr
13031,okanagan college,canada,kelowna, British Columbia ,http://www.okanagan.bc.ca/
13032,okayama university,japan,okayama shi,Okayama,http://www.okayama-u.ac.jp
13033,okayama gakuin university,japan,okayama shi,Okayama,http://www.owc.ac.jp
13034,okayama prefectural university,japan,soja shi,Okayama,http://www.oka-pu.ac.jp
13035,okayama university science,japan,okayama shi,Okayama,http://www.ous.ac.jp
13036,okayama shoka university,japan,okayama shi,Okayama,http://www.osu.ac.jp
13037,okinawa university,japan,naha shi,Okinawa,http://www.okinawa-u.ac.jp
13038,okinawa prefectural university arts,japan,naha shi,Okinawa,http://www.okigei.ac.jp
13039,okinawa prefectural college nursing,japan,okinawa,,http://www.okinawa-nurs.ac.jp
13040,okinawa christian university,japan,nakagami gun,Okinawa,http://www.ocjc.ac.jp
13041,okinawa international university,japan,ginowan,Okinawa,http://www.okiu.ac.jp
13042,oklahoma baptist university,united states,shawnee, Oklahoma,http://www.okbu.edu
13043,oklahoma christian university,united states,oklahoma city, Oklahoma,http://www.oc.edu
13044,oklahoma city university,united states,oklahoma city, Oklahoma,http://www.okcu.edu
13045,oklahoma panhandle state university,united states,goodwell, Oklahoma,http://www.opsu.edu
13047,oklahoma state university,united states,stillwater, Oklahoma,http://www.okstate.edu
13050,oklahoma wesleyan university,united states,bartlesville, Oklahoma,http://www.okwu.edu
13052,olabisi onabanjo university,nigeria,ago iwoye,Ogun State,http://www.oouagoiwoye.edu.ng/
13053,old dominion university,united states,norfolk, Virginia,http://www.odu.edu
13054,olds college,canada,olds, Alberta,http://www.oldscollege.ca
13055,olivarez college olivarez college tagaytay,philippines,tagaytay city,Cavite,http://olivarezcollegetagaytay.edu.ph
13056,olivarez college,philippines,city paranaque,"Fourth District, Metro Manila",http://www.olivarezcollege.edu.ph
13057,olivet college,united states,olivet, Michigan,http://www.olivetcollege.edu
13058,olivet nazarene university,united states,bourbonnais, Illinois,http://www.olivet.edu
13059,dublin city university,ireland,dublin,,http://www.dcu.ie
13061,university limerick,ireland,limerick,,http://www.ul.ie
13062,national university ireland milltown institute ology philosophy,ireland,dublin,,http://www.milltown-institute.ie
13063,national university ireland institute public administration,ireland,dublin,,http://www.ipa.ie
13064,national university ireland national college art design,ireland,dublin,,http://www.ncad.ie
13065,national university ireland st. angelas college,ireland,sligo,,http://www.stangelas.nuigalway.ie/
13066,national university ireland shannon college hotel management,ireland,shannon international airport,Co. Clare,http://www.shannoncollege.com
13067,national university ireland,ireland,dublin,,http://www.nui.ie
13068,national university ireland university college cork,ireland,cork,,http://www.ucc.ie
13069,national university ireland university college dublin,ireland,dublin,,http://www.ucd.ie
13070,national university ireland national university ireland galway,ireland,galway,Connaught,http://www.nuigalway.ie
13071,national university ireland national university ireland maynooth,ireland,maynooth,Co. Kildare,http://www.nuim.ie
13072,national university ireland royal college surgeons ireland,ireland,dublin,,http://www.rcsi.ie
13073,jozef rusiecki higher school olsztyn,poland,olsztyn,warminsko-mazurskie,http://www.osw.olsztyn.pl
13074,kotarbinski university information technology management olsztyn,poland,olsztyn,warminsko-mazurskie,http://www.owsiiz.edu.pl
13075,r. kudlinski olympus higher school warsaw,poland,warszawa,mazowieckie,http://www.olympus.edu.pl
13077,oman medical college,oman,azaiba,Muscat,http://www.omc.edu.om
13078,omar al mukhtar university,libya,el beida,,http://www.omu.edu.ly
13079,omsk academy ministry internal affairs russia,russian federation,omsk,Omskaja oblast',http://www.omamvd.ru/
13080,omsk state medical academy,russian federation,omsk,Omskaja oblast',http://www.omsk-osma.ru
13081,omsk state agrarian university,russian federation,omsk,Omskaja oblast',http://www.omgau.ru
13082,omsk state institute services,russian federation,omsk,Omskaja oblast',http://www.omgis.ru/
13083,omsk state pedagogical university,russian federation,omsk,Omskaja oblast',http://dic.omgpu.omsk.edu
13084,omsk state technical university,russian federation,omsk,Omskaja oblast',http://www.omgtu.ru
13085,omsk state university,russian federation,omsk,Omskaja oblast',http://www.univer.omsk.ru
13086,omsk state transport university,russian federation,omsk,Omskaja oblast',http://www.omgups.ru
13088,ondo state university science technology,nigeria,okitipupa,Ondo State,http://www.osustech.edu.ng
13089,ondokuz mayis university,turkey,samsun,,http://www.omu.edu.tr
13091,ono academic college,israel,kiryat ono,,http://www.ono.ac.il/
13092,onomichi city university,japan,hiroshima shi,Hiroshima,http://www.onomichi-u.ac.jp
13094,ocad university,canada,toronto, Ontario,http://www.ocad.ca
13096,open university netherlands,netherlands,heerlen,,http://www.ou.nl
13097,open university malaysia,malaysia,kuala lumpur,,http://www.oum.edu.my
13098,open university cyprus,cyprus,nicosia,Latsia,http://www.ouc.ac.cy
13099,open university israel,israel,raanana,,http://www.openu.ac.il
13100,open university kaohsiung,taiwan,kaohsiung,,http://www.ouk.edu.tw
13101,open university mauritius,mauritius,reduit,Moka,http://www.open.ac.mu
13102,open university sri lanka,sri lanka,nugegoda,Western Province,http://www.ou.ac.lk
13104,flanders operastudio,belgium,gent,Oost-Vlaanderen,http://www.operastudio.be
13106,oral roberts university,united states,tulsa, Oklahoma,http://www.oru.edu
13107,oranim school education kibbutz movement,israel,tivon post,,http://www.oranim.ac.il
13108,ordu universityiversitesi,turkey,ordu,,http://www.odu.edu.tr
13109,orebro university,sweden,orebro,,http://www.oru.se
13110,oregon college oriental medicine,united states,portland, Oregon,http://www.ocom.edu
13111,oregon health science university,united states,portland, Oregon,http://www.ohsu.edu
13112,oregon institute technology,united states,klamath falls, Oregon,http://www.oit.edu
13113,oregon state university,united states,corvallis, Oregon,http://www.oregonstate.edu
13114,orenburg state medical academy,russian federation,orenburg,,http://orgma.ru/
13115,orenburg university agriculture,russian federation,orenburg,,http://www.orensau.ru/
13116,orenburg state pedagogical university,russian federation,orenburg,,http://www.ospu.ru/
13117,orenburg state university,russian federation,orenburg,,http://www.osu.ru
13118,orenburg institute economics culture,russian federation,orenburg,Orenburgskaja oblast',http://oreniik.moy.su/
13122,universityion schools paraiso guara organisation education,brazil,guaratingueta,SP,http://www.oge.edu.br
13123,oriental institute technology,taiwan,taipei,,http://www.oit.edu.tw
13124,oriental mindoro state university,philippines,victoria,Oriental Mindoro,
13125,orissa university agriculture technology,india,bhubaneswar,Orissa,http://www.ouat.ac.in
13126,orkhon university,mongolia,ulaanbaatar,,http://www.orkhon.edu.mn/
13128,orel state institute economy trade,russian federation,orel,Orlovskaja oblast',http://www.orelgiet.ru/
13129,orel state agrarian university,russian federation,orel,Orlovskaja oblast',http://www.orelsau.ru
13130,orel state institute arts culture,russian federation,orel,Orlovskaja oblast',http://www.ogiik.orel.ru
13131,orel state university,russian federation,orel,Orlovskaja oblast',http://www.univ-orel.ru/
13132,ormoc city school arts trades,philippines,ormoc city,Leyte,
13133,orot israel college,israel,d n harei ephraim,,http://www.orot.ac.il
13134,orotta school medicine dental medicine,eritrea,asmara,,
13141,middle east technical university middle east technical university northern cyprus campus,turkey,mersin,,http://kkk.odtu.edu.tr
13142,middle east technical university,turkey,ankara,,http://www.metu.edu.tr
13143,butsuryo college osaka,japan,sakai,Osaka,http://www.butsuryo.ac.jp/
13144,osaka university,japan,suita shi,Osaka,http://www.osaka-u.ac.jp
13145,osaka electro communications university,japan,neyagawa shi,Osaka,http://www.osakac.ac.jp
13146,osaka prefecture university,japan,sakai,Osaka,http://www.osakafu-u.ac.jp
13147,osaka gakuin university,japan,suita shi,Osaka,http://www.osaka-gu.ac.jp
13148,osaka university arts,japan,minamikawachi gun,Osaka,http://www.osaka-geidai.ac.jp
13149,osaka medical college,japan,takatsuki shi,Osaka,http://www.osaka-med.ac.jp
13150,osaka jogakuin university,japan,chuo ku,Osaka,http://www.wilmina.ac.jp/ojc
13151,osaka university tourism,japan,osaka shi,Osaka,http://www.tourism.ac.jp/en/index.html
13152,osaka university economics,japan,osaka shi,Osaka,http://www.osaka-ue.ac.jp
13153,osaka university economics law,japan,yao shi,Osaka,http://www.keiho-u.ac.jp
13154,osaka institute technology,japan,osaka shi,Osaka,http://www.oit.ac.jp
13155,osaka international university,japan,hirakata,Osaka,http://www.oiu.ac.jp/
13156,osaka university education,japan,kashiwara shi,Osaka,http://www.osaka-kyoiku.ac.jp
13157,osaka university human sciences,japan,settsu,Osaka,http://www.ohs.ac.jp
13158,osaka ohtani university,japan,tondabayashi,Osaka,http://www.osaka-ohtani.ac.jp
13159,osaka college music,japan,toyonaka shi,Osaka,http://www.daion.ac.jp
13160,osaka sangyo university,japan,daito shi,Osaka,http://www.osaka-sandai.ac.jp
13161,osaka seikei university,japan,higashi yodogawa ku,Osaka,http://www.osaka-seikei.ac.jp
13162,osaka dental university,japan,osaka shi,Osaka,http://www.osaka-dent.ac.jp
13163,osaka city university,japan,osaka shi,Osaka,http://www.osaka-cu.ac.jp/
13164,osaka university commerce,japan,higashiosaka shi,Osaka,http://ouc.daishodai.ac.jp
13165,osaka shoin womens university,japan,higashiosaka,Osaka,http://www.osaka-shoin.ac.jp
13166,osaka university health sport sciences,japan,sennan gun,Osaka,http://www.ouhs.ac.jp
13167,osaka university pharmaceutical sciences,japan,takatsuki shi,Osaka,http://www.oups.ac.jp
13168,osei tutu ii institute advanced ict studies,ghana,kumasi,,
13169,osf saint francis medical center college nursing,united states,peoria, Illinois,http://www.osfsaintfrancis.org
13170,osias colleges,philippines,tarlac city,Tarlac,http://osiascollegesinc.com
13171,osias educational foundation,philippines,balaoan,La Union,
13172,osmania university,india,hyderabad,Andhra Pradesh,http://www.osmania.ac.in
13173,osmaniye korkut ata university,turkey,osmaniye,,http://www.osmaniye.edu.tr/
13174,osmena colleges,philippines,masbate,Masbate,
13175,osh state university,kyrgyzstan,os,,http://www.oshsu.kg/
13182,ostfalia university applied sciences,germany,wolfenbuttel,Lower Saxony,http://www.ostfalia.de/cms/de
13183,university ostrava,czech republic,ostrava,,http://www.osu.cz
13184,ostroh academy national university,ukraine,ostroh,Rivne Region,http://www.uosa.uar.net
13185,osun state university,nigeria,osogbo,Osun State,http://uniosun.edu.ng/
13186,otago polytechnic,new zealand,dunedin,,http://www.otagopolytechnic.ac.nz
13187,otani university,japan,kyoto shi,Kyoto,http://www.otani.ac.jp
13188,otaru university commerce,japan,otaru shi,Hokkaido,http://www.otaru-uc.ac.jp
13190,otemae university,japan,nishinomiya shi,Hyogo,http://www.otemae.ac.jp
13191,otemon gakuin university,japan,ibaraki shi,Osaka,http://www.otemon.ac.jp
13192,otgontenger university,mongolia,ulaanbaatar,,http://www.otgontenger.edu.mn
13193,otis college art design,united states,los angeles, California,http://www.otis.edu
13194,open institute law vladivostok,russian federation,vladivostok,Primorskij kraj,http://www.oji.ru
13195,otsuma womens university,japan,tokyo,,http://www.otsuma.ac.jp
13196,ottawa university,united states,ottawa, Kansas,http://www.ottawa.edu
13197,otterbein university,united states,westerville, Ohio,http://www.otterbein.edu
13198,otto friedrich university bamberg,germany,bamberg,,http://www.uni-bamberg.de; http://www.uni-bamberg.de/en/
13199,otto von guericke university magdeburg,germany,magdeburg,Sachsen-Anhalt,http://www.ovgu.de
13200,ouachita baptist university,united states,arkadelphia, Arkansas,http://www.obu.edu/
13201,ohka gakuen university,japan,toyoake,Aichi,http://www.ohkagakuen-u.ac.jp
13202,oulu university applied sciences,finland,oulu,,http://www.oamk.fi
13203,university oulu,finland,oulu,,http://www.oulu.fi/yliopisto
13204,our lady assumption college,philippines,san pedro,Laguna,http://www.ourladyofassumptioncollege.com
13205,our lady fatima university,philippines,valenzuela city,"Third District, Metro Manila",http://www.fatima.edu.ph
13206,our lady guadalupe colleges,philippines,mandaluyong city,"Third District, Metro Manila",http://www.olgc.edu.ph
13207,our lady holy cross college,united states,new orleans, Louisiana,http://www.olhcc.edu
13208,our lady lourdes college,philippines,city valenzuela,"Third District, Metro Manila",
13209,our lady lourdes college foundation,philippines,daet,Camarines Norte,http://www.ollcf.org
13210,our lady lourdes technological college,philippines,quezon city,"Second District, Metro Manila",
13211,our lady manaoag college,philippines,manaoag,Pangasinan,http://www.olmc-hra.com
13212,our lady mercy college,philippines,borongan,Eastern Samar,
13213,our lady mt. carmel institute medical studies,philippines,city san fernando,Pampanga,
13214,our lady perpetual succor college,philippines,city marikina,"Second District, Metro Manila",http://www.olopsc.edu.ph
13215,our lady salvation college,philippines,tiwi,Albay,
13216,our lady lake college,united states,baton rouge, Louisiana,http://www.ololcollege.edu
13217,our lady lake university,united states,san antonio, Texas,http://www.ollusa.edu
13218,our lady pillar college cauayan,philippines,city cauayan,Isabela,http://www.olpcc.edu.ph/
13219,our lords grace montessori school colleges,philippines,quezon city,"Second District, Metro Manila",
13220,ovilla technical college,philippines,masbate,Masbate,
13222,oxford brookes university,united kingdom,oxford,,http://www.brookes.ac.uk
13223,oxfordian colleges,philippines,dasmarinas,Cavite,
13224,ozyegin university,turkey,istanbul,,http://www.ozyegin.edu.tr/
13225,p.a. college,cyprus,larnaca,,http://www.pacollege.ac.cy
13226,pace university,united states,new york, New York,http://www.pace.edu/
13227,pacific academy higher education research university,india,udaipur,Rajasthan,http://www.pacific-university.ac.in/
13228,pacific adventist university,papua new guinea,boroko,National Capital District,http://www.pau.ac.pg
13232,pacific flying school,fiji,nadi,,http://www.pfs.com.fj/
13233,pacific international hotel management school,new zealand,new plymouth,,http://www.pihms.ac.nz
13234,pacific lutheran university,united states,tacoma, Washington,http://www.plu.edu
13235,pacific northwest college art,united states,portland, Oregon,http://www.pnca.edu
13236,pacific oaks college,united states,pasadena, California,http://www.pacificoaks.edu
13237,pacific states university,united states,los angeles, California,http://www.psuca.edu
13238,pacific universityion college,united states,angwin, California,http://www.puc.edu
13239,pacific university,united states,forest grove, Oregon,http://www.pacificu.edu
13242,university teacher education bern,switzerland,bern,,http://www.phbern.ch
